,Görüş,Durum,new_text
3162,Kaybettiği savaş yok ,1,kaybettiği savaş yok
3163,"#harbisİscisiEkZamİstiyor ülkemizin en Onur verici savaş gemilerini yapan kişiler,ülkenin en düşük maaşını alan kişilerdir",0,harbisi̇scisiekzami̇stiyor ülkemizin onur verici savaş gemilerini yapan kişiler ülkenin düşük maaşını alan kişilerdir
3164,Boşuna savaş ağası denmiyordu haftere,0,boşuna savaş ağası denmiyordu haftere
3165," Savaş Ş. Barkçin (
@SavasSBarkcin
):

 “Dünyada, batının bu sömürgeci gücüne karşı sürekli ve uzun süreli direnebilen tek grup Müslümanlardır…”

 Tamamı için: http://youtu.be/EXEZtDk1C2k",0,savaş ş barkçin ( savassbarkcin ) dünyada batının sömürgeci gücüne karşı sürekli uzun süreli direnebilen tek grup müslümanlardır… tamamı http //youtu be/exeztdk1c2k
3166,"savaş, enflasyon, kıtlık gibi unsurlar ahlaksızlığı meşrulaştırır görüldüğü üzere. görüyonuz mu mına godumun ""savaş türkün düğünüdür"" tayfası?",0,savaş enflasyon kıtlık unsurlar ahlaksızlığı meşrulaştırır görüldüğü üzere görüyonuz mına godumun savaş türkün düğünüdür tayfası
3167,"ne kadar anlatmaya çalışıyorsanızda yanlış daha tercih ediliyor.O zamandan bu zamana bu savaş,mücadele devam ediyor.Ülkede Şeriat,İslam Şuuru olsa haramların yayılması engellenirdi.Tıpkı Osmanlıda olduğu gibi.Öyle bir zemin var ki her adım ses oluyor.",0,kadar anlatmaya çalışıyorsanızda yanlış tercih ediliyor zamandan zamana savaş mücadele devam ediyor ülkede şeriat i̇slam şuuru olsa haramların yayılması engellenirdi tıpkı osmanlıda olduğu öyle bir zemin var adım ses oluyor
3168,İptal olan şu golü trde icardi atıp iptal etseler iç savaş çıkardı allahıma,0,i̇ptal olan golü trde icardi atıp iptal etseler iç savaş çıkardı allahıma
3169,"#30agustos gün 29 agustos..star savaş filmi ama coni yalamalı midway.., fox   osman pazarlama,digerleri sikim sokum....arınma gecesi serisi gelsin s2kimin kurma kolları...",0,30agustos gün 29 agustos star savaş filmi coni yalamalı midway fox osman pazarlama digerleri sikim sokum arınma gecesi serisi gelsin s2kimin kurma kolları
3170,Savaş gemileri yola çıktı! Türkiye'den 'Akıllı durun ezeriz' mesajı,0,savaş gemileri yola çıktı türkiye'den 'akıllı durun ezeriz' mesajı
3171,"İstemeyle olmuyor o işler, durup dururken savaş açarsan eldeki bulgurdan olursun.",0,i̇stemeyle olmuyor işler durup dururken savaş açarsan eldeki bulgurdan olursun
3172,"Ukrayna Rusya savaşı 552 günü
Ukrayna savaş uçaklarının Rus güçlerinin toplanma yerlerini vurmaları sonucunda çok sayıda Rus askeri öldürüldü ve yaralandı.",0,ukrayna rusya savaşı 552 günü ukrayna savaş uçaklarının rus güçlerinin toplanma yerlerini vurmaları sonucunda sayıda rus askeri öldürüldü yaralandı
3173,Hocayı kim yerse hepsine savaş açacağız uykularını haram edeceğiz kimse kendini büyük sanmasın. Bu takımda en son gidecek kişi hoca,0,hocayı yerse hepsine savaş açacağız uykularını haram edeceğiz kimse kendini büyük sanmasın takımda son gidecek kişi hoca
3174,Aklım ve kalbim arasındaki o savaş şakaya gelmez,0,aklım kalbim arasındaki savaş şakaya gelmez
3175,"RAB uluslar arasında yargıçlık edecek, Birçok halkın arasındaki anlaşmazlıkları çözecek. İnsanlar kılıçlarını çekiçle dövüp saban demiri, Mızraklarını bağcı bıçağı yapacaklar. Ulus ulusa kılıç kaldırmayacak, Savaş eğitimi yapmayacaklar artık.",1,rab uluslar arasında yargıçlık edecek birçok halkın arasındaki anlaşmazlıkları çözecek i̇nsanlar kılıçlarını çekiçle dövüp saban demiri mızraklarını bağcı bıçağı yapacaklar ulus ulusa kılıç kaldırmayacak savaş eğitimi yapmayacaklar artık
3176,"Er yada geç o savaş olacak ve bize ait olanı geri alacağız sadece zaman meselesi adalar denizi, batı trakya, selanik ve Kıbrıs TÜRK malıdır ne fransa ne abd buna engel olamaz",0,er yada geç savaş olacak bize ait olanı geri alacağız sadece zaman meselesi adalar denizi batı trakya selanik kıbrıs türk malıdır fransa abd buna engel olamaz
3177,Diktatör iktidara da kalmak  için savaş politikalarını sürdürüyor sonuç ölen mahsum insanlara  oluyor,0,diktatör iktidara kalmak savaş politikalarını sürdürüyor sonuç ölen mahsum insanlara oluyor
3178,Almanya: Ver.di sendikası savaş rotasında,0,almanya ver di sendikası savaş rotasında
3179,10 ülkenin 5 tanesinde savaş var üç tanesinde ABD ambargosu var ..Geriye Arjantin ve Türkiye  kalıyor ..,0,10 ülkenin 5 tanesinde savaş var üç tanesinde abd ambargosu var geriye arjantin türkiye kalıyor
3180,"Yorgunum…Zor bir savaş benimki. Ailem ve sizler sayesinde direniyorum. Size çok ihtiyacım var. El ele verip beni ilacıma kavuşturur musunuz?
Moreolos #DANIŞTAYKararıUYGULANSIN  Yarasalar #30AgustosZaferBayrami Mustafa Kemal Atatürk  #",1,yorgunum…zor bir savaş benimki ailem sizler sayesinde direniyorum size ihtiyacım var el ele verip beni ilacıma kavuşturur musunuz moreolos daniştaykararıuygulansin yarasalar 30agustoszaferbayrami mustafa kemal atatürk
3181,"Demiryollarının kesiştiği yer olan Eskişehir’e bir üs kuran ve savaş boyunca derme çatma trenlerle cepheye asker, cephane, malzeme nakleden; ray döşeten; gerektiğinde ray ve vagonlardan çelik söktürüp kılıç yaptıran miralay Behiç Bey’e;",1,demiryollarının kesiştiği yer olan eskişehir’e bir üs kuran savaş boyunca derme çatma trenlerle cepheye asker cephane malzeme nakleden; ray döşeten; gerektiğinde ray vagonlardan çelik söktürüp kılıç yaptıran miralay behiç bey’e;
3182,Kafamın içi savaş alanı gibi ama işte sessizce oturuyorum,0,kafamın içi savaş alanı işte sessizce oturuyorum
3183,Ayasofya stadın da savaş çıkarmasa bari,0,ayasofya stadın savaş çıkarmasa bari
3184,"Eğer barışı korumak için çatışmadan kaçınırsanız, kendi içinizde bir savaş başlatmış olursunuz.⚘
#ErkanMeriç",1,barışı korumak çatışmadan kaçınırsanız kendi içinizde bir savaş başlatmış olursunuz ⚘ erkanmeriç
3185,"Savaş olurda Türk Kadını durur mu hiç!

İşte Onların adı…

Ulusal Kurtuluş Savaşı'nın gizli örgütü Karakol'un yöneticisi Naciye Faham'dır;

İşkence görmesine rağmen Karakol'un adresini vermeyen Topkapılı ebe Şahende'dir.
Daha fazla göster",1,savaş olurda türk kadını durur i̇şte onların adı… ulusal kurtuluş savaşı'nın gizli örgütü karakol'un yöneticisi naciye faham'dır; i̇şkence görmesine rağmen karakol'un adresini vermeyen topkapılı ebe şahende'dir fazla göster
3186,Bu sözde vatan savunucularinin hic biri bedel ödememistir. Bir gün hepiniz savaş çiğirtkanliği yaptiğiniz için yargilanacaksiniz. Bekleyin hepinizden hesap soracağiz.,0,sözde vatan savunucularinin hic bedel ödememistir bir gün hepiniz savaş çiğirtkanliği yaptiğiniz yargilanacaksiniz bekleyin hepinizden hesap soracağiz
3187,Kk seçilirse iç savaş çıkar deyip sonra kk ya destek vermek neyin nesi ceo,0,kk seçilirse iç savaş çıkar deyip sonra kk destek vermek neyin nesi ceo
3188,Beast'i hiç sevmediğimi söylemiştim yine söyleyeceğim tek güzel yanı Odasaku fkwjrkw şaka şaka başka güzel yanları da var ama orası kesinlikle   ve mafyayla alakalı kısımlar değil özellikle savaş hiç değil ve Gin hiç hiç değil ona duyduğum hayal kırıklığı çok başka seviye cık,0,beast'i sevmediğimi söylemiştim yine söyleyeceğim tek güzel yanı odasaku fkwjrkw şaka şaka başka güzel yanları var orası kesinlikle mafyayla alakalı kısımlar değil özellikle savaş değil gin değil ona duyduğum hayal kırıklığı başka seviye cık
3189,"Ağustos Türkler için bayram  aydır. Bu ayda pek çok savaş gerçekleşmiş ve büyük zaferler elde edilmiştir. 
Bu zaferlerin biri “kuruluş” diğeri  “kurtuluş”  mücadelesini bir diğeri ise  ''zafer'' müjdesini yansıtıyordu. Ne müthiş ki bu üç kutlu bayram aynı aya denk gelmiş.",1,ağustos türkler bayram aydır ayda pek savaş gerçekleşmiş büyük zaferler elde edilmiştir zaferlerin kuruluş diğeri kurtuluş mücadelesini bir diğeri ''zafer'' müjdesini yansıtıyordu müthiş üç kutlu bayram aynı aya denk gelmiş
3190,"İç savaş çıkana kadar ne topladık kâr kafası bu, ek mtvler falan milletin ayarlarını bozuyor sonrası kötü bitecek",0,i̇ç savaş çıkana kadar topladık kâr kafası ek mtvler falan milletin ayarlarını bozuyor sonrası kötü bitecek
3191,Üzücü malesef en az 1 milyon Ukraynalı asker ölmeden bu savaş bitmez,0,üzücü malesef 1 milyon ukraynalı asker ölmeden savaş bitmez
3192,Yıllarca askeri eğitim alıyorsun 1 dakikada silahı çıkar tak yapıyorsun saate 70km gidecek kadar iyi bir eğitim alıyorsun ama savaş esnasında ne olduğundan habersiz bombayı atıp bu tuzağa kanmışsındır,0,yıllarca askeri eğitim alıyorsun 1 dakikada silahı çıkar tak yapıyorsun saate 70km gidecek kadar iyi bir eğitim alıyorsun savaş esnasında olduğundan habersiz bombayı atıp tuzağa kanmışsındır
3193,"Bursa bunlara nasıl bastı ama. Amk terörist şerefsizleri. Eğer olurda bizle maçları olur, kardeş ayağı çekilir vallahi savaş çıkar",0,bursa bunlara bastı amk terörist şerefsizleri olurda bizle maçları olur kardeş ayağı çekilir vallahi savaş çıkar
3194,Aynen AMK aynn bu kirli oyunlar çıkar elbet,0,aynen amk aynn kirli oyunlar çıkar elbet
3195,"Haydi 52000 Aslan!
Haydi Galatasaray formasını terleten aslan parçaları...
Gelecekten geçmişe doğru gülümsemek için aslan gibi savaş!
Gerisi zaten parçalı ruhuyla gelecektir!
#YaşasınGalatasaray!",1,haydi 52000 aslan haydi galatasaray formasını terleten aslan parçaları gelecekten geçmişe doğru gülümsemek aslan savaş gerisi zaten parçalı ruhuyla gelecektir yaşasıngalatasaray
3196,Tüm mavi'lilere savaş aç. ,0,mavi'lilere savaş aç
3197,"Mersin’de tecrit, ve özel savaş politikalarına karşı alanda olan Yeşil Sol Parti Gençlik Meclisi üyeleri, ‘Kazanacağımız özgür bir yaşam var’ diyerek, bütün gençlere mücadeleyi büyütme çağrısında bulundular

https://yeniyasamgazetesi5.com/gencler-kazanacagimiz-ozgur-bir-yasam-var/…",1,mersin’de tecrit özel savaş politikalarına karşı alanda olan yeşil sol parti gençlik meclisi üyeleri ‘kazanacağımız özgür bir yaşam var’ diyerek bütün gençlere mücadeleyi büyütme çağrısında bulundular https //yeniyasamgazetesi5 com/gencler-kazanacagimiz-ozgur-bir-yasam-var/…
3198,İçimde sana olan büyük bir savaş var.,0,i̇çimde sana olan büyük bir savaş var
3199,"artık söyleyecek bir şey bulamıyorum
sevgili peygamberimiz savaş ganimetlerinden bir hırkayı giydiği için sahabelerinden birisinin cenaze merasimine katılmamıştır.",0,artık söyleyecek bir bulamıyorum sevgili peygamberimiz savaş ganimetlerinden bir hırkayı giydiği sahabelerinden birisinin cenaze merasimine katılmamıştır
3200,Susun bakim Natsu ve Gildarts savaş yapıcak,0,susun bakim natsu gildarts savaş yapıcak
3201,"İsterdim dünyada düşmanla savaş
Milletime kurban olaydı bu baş
Nasip değil imiş şehitlik kardaş
İmanım niyetim bana kafidir
#AşıkVeysel",1,i̇sterdim dünyada düşmanla savaş milletime kurban olaydı baş nasip değil imiş şehitlik kardaş i̇manım niyetim bana kafidir aşıkveysel
3202,Yine yeniden aslan gibi savaş Galatasaray,1,yine yeniden aslan savaş galatasaray
3203,"30 Ağustos'ta sevk ettiğim ve yönettiğim savaş, Türk Milleti'nin yanımda bulunduğu halde, ilk ve son savaştır. Bir insan kendini, ulusla birlikte hissettiği zaman, ne kadar güçlü buluyor bilir misiniz? Bunu anlatmak zordur.

ATATÜRK

Daima izindeyiz Atam
#ZaferTürkümDiyenlerindir",1,30 ağustos'ta sevk ettiğim yönettiğim savaş türk milleti'nin yanımda bulunduğu halde ilk son savaştır bir insan kendini ulusla birlikte hissettiği zaman kadar güçlü buluyor bilir misiniz bunu anlatmak zordur atatürk daima izindeyiz atam zafertürkümdiyenlerindir
3204,"Kuş gibi avlama diye bir şey yok. Doğum oranları yerlerde, her yerden kaçak giriş var, yabancılar çok fazla doğuruyor. Üstüne Türkiye'de iç savaş çıkarsa milyonlarca insan onlara gelecek. Batı için de her şey over",0,kuş avlama bir yok doğum oranları yerlerde yerden kaçak giriş var yabancılar fazla doğuruyor üstüne türkiye'de iç savaş çıkarsa milyonlarca insan onlara gelecek batı over
3205,"1/ Altay Tankı: Türkiye'nin milli savunma sanayii başarılarından biri olan Altay, modern savaş ihtiyaçlarına uygun olarak tasarlanmış bir ana muharebe tankıdır. Hem teknolojik özellikleri hem de üstün performansıyla dikkat çeker. #AltayTankı #MilliSavunma

2/ Tasarım ve…
Daha fazla göster",1,1/ altay tankı türkiye'nin milli savunma sanayii başarılarından olan altay modern savaş ihtiyaçlarına uygun olarak tasarlanmış bir ana muharebe tankıdır teknolojik özellikleri üstün performansıyla dikkat çeker altaytankı millisavunma 2/ tasarım ve… fazla göster
3206,"haksızlığa uğrayanların, ezilenlerin ve zayıfların haklarını korumak için adalet, ahlak, dürüstlük, eşitlik, ehliyet, liyakat, yolsuzluk, ve kamu malı hassasiyeti gibi kurucu ilkeler konusunda savaş vermiştir. İşinize gelirse Muhammed peygamberin devrimci mücadelesini gorursun",1,haksızlığa uğrayanların ezilenlerin zayıfların haklarını korumak adalet ahlak dürüstlük eşitlik ehliyet liyakat yolsuzluk kamu malı hassasiyeti kurucu ilkeler konusunda savaş vermiştir i̇şinize gelirse muhammed peygamberin devrimci mücadelesini gorursun
3207,Bu istila hala geliyor yarın öbür gün bu şerefsizlerr millete kurşun sıkar niye biri açıklasın komşu ülkeleri almıyor kaç yıl sürecek savaş,0,istila hala geliyor yarın öbür gün şerefsizlerr millete kurşun sıkar açıklasın komşu ülkeleri almıyor kaç yıl sürecek savaş
3208,"Türkiye USA savaş gemilerine Kinjal ya da Avangard füzeleri alarak Karadenizden bir tatbikatla cevap vermeli. 10 tanesi Kinjal hepsini serin sulara göndermeye yeter. Bugünkü ekonomik durum sıcak para bulma kaygısı yüzünden buna imkan vermiyor. O yüzden Neo-Liberalizm köleliktir…
Daha fazla göster",0,türkiye usa savaş gemilerine kinjal avangard füzeleri alarak karadenizden bir tatbikatla cevap vermeli 10 tanesi kinjal hepsini serin sulara göndermeye yeter bugünkü ekonomik durum sıcak para bulma kaygısı yüzünden buna imkan vermiyor yüzden neo-liberalizm köleliktir… fazla göster
3209,Çok teşekkür ederim oraları savaş bölgesi idi tedirgin olmuştum ,1,teşekkür ederim oraları savaş bölgesi idi tedirgin olmuştum
3210,"KC'nin pickleri gördükten sonra...

Midali: ""KC Savaş başaltmayı istiyor""",0,kc'nin pickleri gördükten sonra midali kc savaş başaltmayı istiyor
3211,Hayattaki tek kazandığım savaş oda olmasa kim bilir ne haldeydim,0,hayattaki tek kazandığım savaş oda olmasa bilir haldeydim
3212,Kedi beslemek erkek beslemekten daha iyi hele erkek senin gibiyse. Senin gibi biriyle evlenirsem yatakta uyurken atar damarını kesip 0ldurup katil olurum ben .  İnşallah savaş cikar da g*berirsinz aw 15 yaş ucube militaristleri sizi. Hadi cok konuşma s*g,0,kedi beslemek erkek beslemekten iyi hele erkek senin gibiyse senin biriyle evlenirsem yatakta uyurken atar damarını kesip 0ldurup katil olurum ben i̇nşallah savaş cikar g*berirsinz aw 15 yaş ucube militaristleri sizi hadi cok konuşma s*g
3213,"DAVETE İCABET SÜNNETTİR

#Uşak'ın  sevilen sayılan esnaflarından ve kanaat önderlerinden olan değerli Savaş Eroğlu  kardeşimizin oğlu Ertuğrul yeğenimizin sünnet törenine katıldık.
Rabbim yeğenimizin düğününüde göstersin.
@savaseroglu64",1,davete i̇cabet sünnetti̇r uşak'ın sevilen sayılan esnaflarından kanaat önderlerinden olan değerli savaş eroğlu kardeşimizin oğlu ertuğrul yeğenimizin sünnet törenine katıldık rabbim yeğenimizin düğününüde göstersin savaseroglu64
3214,"Hayır, onlar savaş firarisi!",0,hayır onlar savaş firarisi
3215,Biz de oraya ülkemizde savaş var Tayyip bum bum diye gitsek olmuyor mu,0,oraya ülkemizde savaş var tayyip bum bum gitsek olmuyor
3216,Soydaşlarımız ile mültecinin ayrımını bile yapamıyorsun işin gücün algı!!ki bu adamlar düşman değil mülteci olma sebepleri yani savaş bittiği için kendi vatanlarını dönmeleri gerektiğini ülkemizin ekonomisinin hassas bir dönemden geçtiğini ve bu yükükaldıramayacağını söylüyorlar,0,soydaşlarımız mültecinin ayrımını bile yapamıyorsun işin gücün algı adamlar düşman değil mülteci olma sebepleri savaş bittiği kendi vatanlarını dönmeleri gerektiğini ülkemizin ekonomisinin hassas bir dönemden geçtiğini yükükaldıramayacağını söylüyorlar
3217,Hala Aytolun barışacağını düşünen tek insan savaş yerini bırakmıyor biz senden razıyız teyze,0,hala aytolun barışacağını düşünen tek insan savaş yerini bırakmıyor senden razıyız teyze
3218,Arap'ların olmadığı her yer cennettir.,0,arap'ların olmadığı yer cennettir
3219,"#Bolu'da ortalık savaş alanına döndü.
Çok sayıda yaralı.
Yoldan geçen kurye de kurşunların hedefi oldu",0,bolu'da ortalık savaş alanına döndü sayıda yaralı yoldan geçen kurye kurşunların hedefi oldu
3220,"Hal böyle iken 21nci asrın Cumhuriyet Türkiyesinde ülke parasının itibarını korumakla mükellef mevkilerde oturmalarına rağmen akıl ve bilim dışı söylemlerle faize savaş açanların ülkeye ve ekonomiye verdikleri zararı hiç bir zaman,  tam olarak bilemeyeceğiz.",0,hal böyle iken 21nci asrın cumhuriyet türkiyesinde ülke parasının itibarını korumakla mükellef mevkilerde oturmalarına rağmen akıl bilim dışı söylemlerle faize savaş açanların ülkeye ekonomiye verdikleri zararı bir zaman tam olarak bilemeyeceğiz
3221,KAAN Milli Muharip Savaş Jetimizin İkinci Modeli Türk Deniz Kuvvetleri İçin Dikine İnip Kalkabilen Modelide Olmalıdır Böylelikle Tüm Dünya Süper Devlet Türkiye Cumhuriyeti Devletinin Kabiliyetini Tam Olarak Anlayacaklar.,1,kaan milli muharip savaş jetimizin i̇kinci modeli türk deniz kuvvetleri i̇çin dikine i̇nip kalkabilen modelide olmalıdır böylelikle dünya süper devlet türkiye cumhuriyeti devletinin kabiliyetini tam olarak anlayacaklar
3222,"Ki Amerika dahi köleliği kaldırma konusunda İç Savaş yaşadı. Feodal yapıya uygun bir medeni kanun isteyen doğudaki federe devletle batıdaki federe devlet birbiriyle uyum icinde mi yaşayacaktı sanki? Cocuk gelinler, polijini... Batı bile bunları otorite sonucu reddedebildi.",0,amerika dahi köleliği kaldırma konusunda i̇ç savaş yaşadı feodal yapıya uygun bir medeni kanun isteyen doğudaki federe devletle batıdaki federe devlet birbiriyle uyum icinde mi yaşayacaktı cocuk gelinler polijini batı bile bunları otorite sonucu reddedebildi
3223,"Bir tanede Rusya’da vardı 

Ülkesi savaş halinde 

Çakma milliyetçiden çıt duyan oldumu?",0,bir tanede rusya’da vardı ülkesi savaş halinde çakma milliyetçiden çıt duyan oldumu
3224,sonuna kadar haklısın savaş çıksa yanında savaşırım abi,1,sonuna kadar haklısın savaş çıksa yanında savaşırım abi
3225,"Çoğu yapımcı fonu Bae Suud ve İngiltere den almakta, ortaklık yapılarında da bu ülkelerin izi var. Dizi/filmlerdeki yozlaşma sistemli ve Türk milletine bir tür savaş açıldığı açık. Ancak milli kurumlarda liyakat da şart. 15Temmuz Gazi eşi diye biri yönetmen  kadrosu almamalı",0,çoğu yapımcı fonu bae suud i̇ngiltere den almakta ortaklık yapılarında ülkelerin izi var dizi/filmlerdeki yozlaşma sistemli türk milletine bir tür savaş açıldığı açık ancak milli kurumlarda liyakat şart 15temmuz gazi eşi yönetmen kadrosu almamalı
3226,"Suriye’de iç savaş yok yalanı kocaman bir yalan
Ama gerçekten Esad’ın vatandaşlara 1000’er dolar dağıtacağı yalanı yanında daha makul duruyor
Suriye iç savaşı başladığından beri maaşlara gelen zamlar 700% civarında
Enflasyon ise 38000%
2011 yılında asgari ücretle yaklaşık olarak…
Daha fazla göster",0,suriye’de iç savaş yok yalanı kocaman bir yalan gerçekten esad’ın vatandaşlara 1000’er dolar dağıtacağı yalanı yanında makul duruyor suriye iç savaşı başladığından beri maaşlara gelen zamlar 700% civarında enflasyon 38000% 2011 yılında asgari ücretle yaklaşık olarak… fazla göster
3227,Yaptıkları yıllardı algı politikası yapmak bir ellerinde kuran diğer ellerinde para bizler kuranı görünce parayı görmüyoruz tüm cemaatler tarikatlar imam vs hepsi istisnalar hariç çıkarları için kuran olan ellerini hep millete gösteriyorlar çıkar Savaș ları... #aradığımızadalet,0,yaptıkları yıllardı algı politikası yapmak bir ellerinde kuran diğer ellerinde para bizler kuranı görünce parayı görmüyoruz cemaatler tarikatlar imam vs istisnalar hariç çıkarları kuran olan ellerini millete gösteriyorlar çıkar savaș ları aradığımızadalet
3228,"Ülkende savaş çıkıyor. Kaçıyorsun Türkiye’ye geliyorsun. Devlet sana bakıyor. Geziyorsun tozuyorsun 10 çocuk yapıyorsun mis gibi yaşıyorsun. Suriye’de savaş bitiyor. Başkanın diyor sana, gel ülkeye üstüne para ev iş. Doktorlar akademisyenler bu kadar saygı görmedi be https://twitter.com/ajans_hakikat/status/1696494233409011965…",0,ülkende savaş çıkıyor kaçıyorsun türkiye’ye geliyorsun devlet sana bakıyor geziyorsun tozuyorsun 10 çocuk yapıyorsun mis yaşıyorsun suriye’de savaş bitiyor başkanın diyor sana gel ülkeye üstüne para ev iş doktorlar akademisyenler kadar saygı görmedi be https //twitter com/ajans_hakikat/status/1696494233409011965…
3229,Güzel kalpli insanlar artık savaş yok evimize dönün diyor,1,güzel kalpli insanlar artık savaş yok evimize dönün diyor
3230,Yemek için digorlu aşçı getirmişler aşçı anneannemin yaptığı uğruna savaş çıkaracağım helvalarını çalmış BEN HELVA YEMEK İÇİN GELMİŞTİM OROSPU ÇOCUKLARI,0,yemek digorlu aşçı getirmişler aşçı anneannemin yaptığı uğruna savaş çıkaracağım helvalarını çalmış ben helva yemek i̇çi̇n gelmi̇şti̇m orospu çocuklari
3231,Yanlış anlamışsın sosyal medya hesaplarından Beşiktaş'ı kullanarak para kazanan kendilerine televizyonlarda yer edinen  hemde Beşiktaş'a zarar verenlere savaş açtığını söyledi ,0,yanlış anlamışsın sosyal medya hesaplarından beşiktaş'ı kullanarak para kazanan kendilerine televizyonlarda yer edinen hemde beşiktaş'a zarar verenlere savaş açtığını söyledi
3232,"Palavranında bir Sınırı olur..
Aynı Selanikli Komutan, İngilizler Anahtarı alırken de Oradaydı.
Niye verdirmiş.? 
birilerini yüceltmek için, Başkalarını Alçalttığınız sürece sizlerle Anlaşamayacağız.!
Çok biliyorsun savaş işlerini Filistin Cephesinde ki sonuçtan da bahset.",0,palavranında bir sınırı olur aynı selanikli komutan i̇ngilizler anahtarı alırken oradaydı verdirmiş birilerini yüceltmek başkalarını alçalttığınız sürece sizlerle anlaşamayacağız biliyorsun savaş işlerini filistin cephesinde sonuçtan bahset
3233,Aq oyununda 10 atlı asker 100 tane herhangi bir adamla savaş yapiyim sadece atlı askerlerim ölür aq sikicem oyunu yapan adamı az kaldı,0,aq oyununda 10 atlı asker 100 tane herhangi bir adamla savaş yapiyim sadece atlı askerlerim ölür aq sikicem oyunu yapan adamı kaldı
3234,"Savaş bittikten sonra gidecektiniz savaş bitti artık gidin.
Bunun neyi ırkçılık burda siz Suriyeliler ve afganlar yüzsüzlük ve utanmazlık yapıyorsunuz aynı zamanda aklinizca işgal etmeye çalışıyorsunuz.
Gelmeyin gidin bak Esat 1000$ ve bedava ev dükkan veriyor. beleşciler sizi",0,savaş bittikten sonra gidecektiniz savaş bitti artık gidin bunun neyi ırkçılık burda suriyeliler afganlar yüzsüzlük utanmazlık yapıyorsunuz aynı zamanda aklinizca işgal etmeye çalışıyorsunuz gelmeyin gidin bak esat 1000$ bedava ev dükkan veriyor beleşciler sizi
3235,"""İnsan ait olduğu yeri bulunca fırtına dinliyor, savaş bitiyor bir bahar başlıyor sonra...""",1,i̇nsan ait olduğu yeri bulunca fırtına dinliyor savaş bitiyor bir bahar başlıyor sonra
3236,Al birini vur ötekine! Radikal olan herseyden nefret ediyirum,0,al birini vur ötekine radikal olan herseyden nefret ediyirum
3237,Kendi ülkenize dönün ve oradaki güzel kalpli insanlara seslenin. Ülkenizde savaş yok.,1,kendi ülkenize dönün oradaki güzel kalpli insanlara seslenin ülkenizde savaş yok
3238,Bize ne AMK konut yapımı başladı savaş bitti,0,bize amk konut yapımı başladı savaş bitti
3239,"Yahu adamlar merdivenle sınır geciyor.
Ulkelerinde savas falan yok.
Zaten ustunden 10 sene gecmis.
Hic mi problem yaratmiyor bu sizde?
@TSKGnkur
 @EmniyetGM
 @jandarma
 https://twitter.com/HudutNamu3tur/status/1696462686639288569…",0,yahu adamlar merdivenle sınır geciyor ulkelerinde savas falan yok zaten ustunden 10 sene gecmis hic mi problem yaratmiyor sizde tskgnkur emniyetgm jandarma https //twitter com/hudutnamu3tur/status/1696462686639288569…
3240,"Ne boyutu pardon da
Görende tuttuğumuza bir şey yapıyoruz sanır
Algı, yalan ..! ve tutki memnun değilsiniz
Arkadaş ne savaş kaldı ne bir şey sizi tutan ne kim ?

Kim bu tutupta bırakmayan ???",0,boyutu pardon görende tuttuğumuza bir yapıyoruz sanır algı yalan tutki memnun değilsiniz arkadaş savaş kaldı bir sizi tutan tutupta bırakmayan
3241,Ülkede savaş çıksa ilk kaçacak kişiler bunlar,0,ülkede savaş çıksa ilk kaçacak kişiler bunlar
3242,"Düşman kim?Mesela Pakistanda ne tür bir savaş veya düşman var?Ya da afganistanda? 
Senin reisin ile arasında görüş farkı bulunmayan taliban yok mu başta :) suriye’de iç savaş bitti bitmesine de suriye haricindeki arap ülkelerinden neden mülteci alıyoruz? Siz o küçük aklınızla+",0,düşman mesela pakistanda tür bir savaş düşman var afganistanda senin reisin arasında görüş farkı bulunmayan taliban yok başta ) suriye’de iç savaş bitti bitmesine suriye haricindeki arap ülkelerinden mülteci alıyoruz küçük aklınızla+
3243,"Suriye'nin doğusundaki #Deyrizor ilinde Arap aşiretler, PKK/YPG’ye karşı savaş ilan ettiğini duyurdu.",0,suriye'nin doğusundaki deyrizor ilinde arap aşiretler pkk/ypg’ye karşı savaş ilan ettiğini duyurdu
3244,Bunlar inançları için her türlü yolu mübah görüyorlar bunun şaşıracak bir tarafı yok nasıl Savaş ganimeti varsa bunu da aynı görüyorlar fakat bizim toplum bunu anlamak istemiyor bizim haram dediğimiz şey onlar kendilerini savaşta gördükleri için helal sayıyorlar düşman biziz yani,0,bunlar inançları türlü yolu mübah görüyorlar bunun şaşıracak bir tarafı yok savaş ganimeti varsa bunu aynı görüyorlar fakat bizim toplum bunu anlamak istemiyor bizim haram dediğimiz onlar kendilerini savaşta gördükleri helal sayıyorlar düşman biziz
3245,"PDKI parti sözcüsü Halid Azizi, İran'ın Doğu Kürdistan partilerine yönelik yaptığı tehdite yanıt verdi: İran rejimi Jîna Emini Devriminin yıldönümünde Doğu Kürdistan halkı ve partilerinden intikam almak istiyor. Irak-İran sınırında savaş çıkartarak sunni gündem yaratmak istiyor.",0,pdki parti sözcüsü halid azizi i̇ran'ın doğu kürdistan partilerine yönelik yaptığı tehdite yanıt verdi i̇ran rejimi jîna emini devriminin yıldönümünde doğu kürdistan halkı partilerinden intikam almak istiyor irak-i̇ran sınırında savaş çıkartarak sunni gündem yaratmak istiyor
